OrderID,CustomerID,CustomerName,Age,Gender,City,State,Category,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderDate,DeliveryDays,Rating,CustomerSatisfaction,TotalPrice,DiscountAmount,FinalPrice
ORD00144,CUST0283,Amy Taylor,21.0,Female,San Jose,WA,Home & Garden,Cookbook,5,73.24,0,13.75,Credit Card,2024-05-20,10,4.0,Satisfied,366.2,0.0,379.95
ORD00145,CUST0121,Amy Taylor,51.0,Female,Los Angeles,FL,Sports,Chocolate,5,273.06,10,5.0,PayPal,2024-09-28,8,5.0,Very Dissatisfied,1365.3,136.53,1233.77
ORD00146,CUST0116,William Moore,55.0,Female,Philadelphia,GA,Food,T-Shirt,2,468.92,0,12.81,PayPal,2024-08-01,8,4.0,Very Satisfied,937.84,0.0,950.65
ORD00147,CUST0233,William Moore,63.0,Male,Los Angeles,IL,Clothing,Shampoo,1,161.09,0,17.55,Credit Card,2024-09-25,13,,Neutral,161.09,0.0,178.64000000000001
ORD00148,CUST0259,Jane Doe,21.0,male,Chicago,AZ,Clothing,Cookbook,2,436.08,0,8.36,Debit Card,2024-01-20,8,4.0,Very Satisfied,872.16,0.0,880.52
ORD00149,CUST0198,Chris Wilson,55.0,Male,Houston,TX,Food,Coffee,5,384.41,0,18.22,PayPal,2024-03-06,3,5.0,Satisfied,1922.0500000000002,0.0,1940.2700000000002
ORD00150,CUST0137,David Brown,36.0,Female,Phoenix,FL,Electronics,Shampoo,5,131.43,20,19.86,Credit Card,2024-10-29,6,3.0,Satisfied,657.1500000000001,131.43000000000004,545.58
ORD00151,CUST0165,Robert Garcia,23.0,Female,Dallas,WA,Home & Garden,Smartphone,4,27.81,0,2.12,PayPal,2024-05-26,12,5.0,Neutral,111.24,0.0,113.36
ORD00152,CUST0225,Emily Davis,51.0,Female,Houston,CA,Electronics,Coffee,2,59.91,0,4.66,Cash,2024-06-13,12,4.0,Very Satisfied,119.82,0.0,124.47999999999999
ORD00153,CUST0234,Jane Doe,35.0,Female,Dallas,OH,Food,Lipstick,2,366.96,5,19.01,PayPal,2024-11-05,7,4.0,Very Satisfied,733.92,36.696,716.2339999999999
ORD00154,CUST0172,David Brown,30.0,Male,San Jose,WA,Clothing,Basketball,1,107.84,0,19.17,Credit Card,2024-01-06,9,5.0,Satisfied,107.84,0.0,127.01
ORD00155,CUST0152,Amy Taylor,58.0,Male,Chicago,GA,Beauty,Lipstick,1,191.92,10,1.95,PayPal,2024-01-14,5,,Satisfied,191.92,19.192,174.67799999999997
ORD00156,CUST0160,Sarah Williams,40.0,Female,San Diego,GA,Clothing,T-Shirt,4,255.83,25,0.3,Cash,2024-05-11,9,4.0,Satisfied,1023.32,255.83,767.79
ORD00157,CUST0096,Tom Martinez,36.0,Male,New York,WA,Books,Jeans,3,365.48,5,3.22,Cash,2024-12-07,6,5.0,Very Satisfied,1096.44,54.822,1044.838
ORD00158,CUST0233,Emily Davis,62.0,Male,Dallas,GA,Sports,Smartphone,3,65.48,15,19.92,PayPal,2024-08-30,10,2.0,Satisfied,196.44,29.465999999999998,186.894
ORD00159,CUST0180,Jane Doe,28.0,Female,Dallas,FL,Beauty,Basketball,3,209.12,5,3.6,PayPal,2024-08-18,10,5.0,Very Satisfied,627.36,31.368000000000002,599.592
ORD00160,CUST0113,John Smith,18.0,Female,San Jose,WA,Clothing,Laptop,2,247.69,0,10.05,Cash,2024-08-15,10,5.0,Very Satisfied,495.38,0.0,505.43
ORD00161,CUST0052,David Brown,41.0,Male,Los Angeles,WA,Toys,Lamp,2,275.01,10,16.97,Cash,2024-06-10,4,4.0,Satisfied,550.02,55.002,511.98799999999994
ORD00162,CUST0268,Tom Martinez,24.0,Male,Houston,IL,Toys,Basketball,5,,5,0.41,Debit Card,2024-10-09,13,5.0,Neutral,2055.0,102.75,1952.66
ORD00163,CUST0295,Emily Davis,42.0,Female,San Diego,TX,Electronics,Laptop,2,94.12,10,12.09,Debit Card,2024-09-19,1,5.0,Very Satisfied,188.24,18.824,181.506
ORD00164,CUST0113,Amy Taylor,38.0,Female,San Antonio,CA,Beauty,Doll,2,405.84,15,5.54,Cash,2024-05-10,1,4.0,Very Satisfied,811.68,121.75199999999998,695.468
ORD00165,CUST0101,Jennifer Lee,32.0,Male,New York,GA,Electronics,Doll,2,349.51,5,17.25,PayPal,2024-08-12,14,5.0,Satisfied,699.02,34.951,681.319
ORD00166,CUST0113,Chris Wilson,18.0,Male,Phoenix,IL,Sports,Novel,4,282.38,20,5.67,Credit Card,2024-09-14,10,3.0,Very Satisfied,1129.52,225.904,909.286
ORD00167,CUST0081,David Brown,29.0,Male,San Antonio,AZ,Sports,Headphones,2,352.77,10,13.74,PayPal,2024-08-21,5,5.0,Satisfied,705.54,70.554,648.726
ORD00168,CUST0187,Amy Taylor,24.0,Male,Houston,AZ,Books,Chocolate,1,211.89,5,13.48,PayPal,2024-12-01,13,5.0,Satisfied,211.89,10.5945,214.77549999999997
ORD00169,CUST0113,Emily Davis,32.0,Male,New York,PA,Food,Basketball,1,77.81,10,4.43,Debit Card,2024-11-11,14,3.0,Very Satisfied,77.81,7.781000000000001,74.459
ORD00170,CUST0002,David Brown,38.0,Female,Dallas,FL,Food,Sofa,5,336.22,0,0.7,Debit Card,2024-01-24,3,5.0,Very Satisfied,1681.1000000000001,0.0,1681.8000000000002
ORD00171,CUST0130,Robert Garcia,36.0,Female,Phoenix,FL,Home & Garden,Lamp,4,267.09,25,8.18,Debit Card,2024-09-27,5,5.0,Dissatisfied,1068.36,267.09,809.4499999999999
ORD00172,CUST0220,Tom Martinez,46.0,Female,Los Angeles,NY,Electronics,Basketball,1,323.29,10,5.78,Cash,2024-04-04,5,5.0,Neutral,323.29,32.329,296.741
ORD00173,CUST0054,James Harris,42.0,Male,San Diego,CA,Sports,Laptop,4,9606.075500531428,0,16.18,Cash,2024-05-21,1,4.0,Neutral,702.48,0.0,718.66
ORD00174,CUST0224,Emily Davis,50.0,female,Los Angeles,WA,Food,Chocolate,4,454.36,0,16.01,PayPal,2024-06-30,14,4.0,Satisfied,1817.44,0.0,1833.45
ORD00175,CUST0225,Robert Garcia,66.0,Male,Chicago,GA,Electronics,Sofa,5,297.81,10,9.14,PayPal,2024-07-24,8,5.0,Neutral,1489.05,148.905,1349.285
ORD00176,CUST0126,Lisa Anderson,49.0,Other,San Jose,CA,Sports,Lamp,4,51.85,0,12.13,Credit Card,2024-03-21,5,4.0,Very Dissatisfied,207.4,0.0,219.53
ORD00177,CUST0130,Jane Doe,66.0,Female,New York,PA,Clothing,Sofa,2,230.4,0,12.09,PayPal,2024-09-30,5,4.0,Neutral,460.8,0.0,472.89
ORD00178,CUST0053,Jennifer Lee,52.0,Male,Los Angeles,NY,Electronics,T-Shirt,4,380.61,5,16.54,PayPal,2024-10-02,9,5.0,Very Satisfied,1522.44,76.122,1462.858
ORD00179,CUST0172,William Moore,61.0,male,San Antonio,IL,Clothing,Laptop,5,399.13,0,8.5,Debit Card,2024-07-26,8,3.0,Satisfied,1995.65,0.0,2004.15
ORD00180,CUST0218,Tom Martinez,55.0,Male,San Jose,CA,Electronics,Doll,5,252.35,5,5.51,Debit Card,2024-10-22,13,5.0,Satisfied,1261.75,63.087500000000006,1204.1725
ORD00181,CUST0160,David Brown,43.0,Female,Los Angeles,IL,Home & Garden,Cookbook,5,448.43,0,5.3,Debit Card,2024-02-08,1,5.0,Satisfied,2242.15,0.0,2247.4500000000003
ORD00182,CUST0198,Chris Wilson,28.0,Male,Philadelphia,AZ,Books,T-Shirt,1,141.16,0,10.72,Debit Card,2024-10-14,3,5.0,Satisfied,141.16,0.0,151.88
ORD00183,CUST0247,Amy Taylor,52.0,Male,Chicago,GA,Toys,Lamp,2,211.19,10,8.98,Debit Card,2024-05-03,12,4.0,Dissatisfied,422.38,42.238,389.122
ORD00184,CUST0203,William Moore,25.0,Female,Houston,PA,Food,Lamp,1,450.31,5,8.8,Credit Card,2024-12-29,7,4.0,Neutral,450.31,22.515500000000003,436.5945
ORD00185,CUST0184,John Smith,63.0,Male,San Diego,WA,Toys,Smartphone,3,449.17,0,1.82,Credit Card,2024-10-09,1,4.0,Very Satisfied,1347.51,0.0,1349.33
ORD00186,CUST0123,Amy Taylor,31.0,Female,Chicago,GA,Toys,Laptop,2,346.0,0,14.37,Credit Card,2024-06-28,1,5.0,Very Satisfied,692.0,0.0,706.37
ORD00187,CUST0255,David Brown,27.0,Male,San Jose,TX,Clothing,Novel,4,430.9,5,4.27,Debit Card,2024-04-06,5,3.0,Satisfied,1723.6,86.18,1641.6899999999998
ORD00188,CUST0294,Jennifer Lee,19.0,Female,Philadelphia,FL,Beauty,Novel,5,53.5,0,3.94,Cash,2024-07-09,9,,Very Satisfied,267.5,0.0,271.44
ORD00189,CUST0280,Jessica White,63.0,Female,New York,PA,Sports,Lamp,3,433.85,0,8.26,Debit Card,2024-03-14,6,5.0,Very Satisfied,1301.5500000000002,0.0,1309.8100000000002
ORD00190,CUST0098,Amy Taylor,26.0,Female,San Antonio,CA,Toys,Chocolate,2,167.1,0,4.56,Debit Card,2024-09-29,10,5.0,Satisfied,334.2,0.0,338.76
ORD00191,CUST0198,Jessica White,20.0,Male,San Diego,GA,Home & Garden,Coffee,1,97.38,15,11.68,Credit Card,2024-02-18,2,4.0,Satisfied,97.38,14.607,94.453
ORD00192,CUST0240,Jane Doe,38.0,Male,San Diego,OH,Toys,Coffee,5,127.29,10,7.43,Debit Card,2024-12-02,11,4.0,Very Dissatisfied,636.45,63.64500000000001,580.235
ORD00193,CUST0144,Jennifer Lee,43.0,Male,Chicago,FL,Electronics,Coffee,1,214.8,10,8.98,Credit Card,2024-07-28,9,5.0,Very Satisfied,214.8,21.480000000000004,202.29999999999998
ORD00194,CUST0097,Emily Davis,25.0,female,San Jose,FL,Clothing,Coffee,2,133.08,10,10.74,Debit Card,2024-04-25,6,3.0,Very Satisfied,266.16,26.616000000000003,250.28400000000002
ORD00195,CUST0201,Robert Garcia,65.0,Female,New York,OH,Beauty,Novel,2,167.08,10,4.07,PayPal,2024-01-23,5,3.0,Very Satisfied,334.16,33.416000000000004,304.814
ORD00196,CUST0124,John Smith,19.0,Female,Dallas,NY,Electronics,Headphones,3,76.14,5,3.12,Cash,2024-04-07,5,4.0,Satisfied,228.42000000000002,11.421000000000001,220.11900000000003
ORD00197,CUST0187,Mike Johnson,23.0,Female,Philadelphia,NY,Beauty,Doll,4,155.13,10,17.61,Cash,2024-11-23,12,,Very Satisfied,620.52,62.052,576.078
ORD00198,CUST0259,David Brown,45.0,Female,Dallas,OH,Electronics,Smartphone,1,290.42,0,8.67,Credit Card,2024-11-08,3,5.0,Satisfied,290.42,0.0,299.09000000000003
ORD00199,CUST0148,Sarah Williams,46.0,Female,San Antonio,TX,Electronics,Lamp,3,226.51,10,8.24,PayPal,2024-07-08,14,5.0,Very Satisfied,679.53,67.953,619.817
ORD00200,CUST0252,Mike Johnson,43.0,Female,New York,AZ,Food,Novel,5,179.89,10,0.71,Cash,2024-06-30,6,5.0,Satisfied,899.4499999999999,89.945,810.2149999999999
ORD00201,CUST0147,Amy Taylor,42.0,Male,New York,OH,Books,Laptop,4,375.76,5,9.96,Credit Card,2024-05-27,13,4.0,Neutral,1503.04,75.152,1437.848
ORD00202,CUST0148,William Moore,29.0,Female,Philadelphia,AZ,Books,Lipstick,3,447.82,0,11.08,Debit Card,2024-12-07,4,5.0,Very Satisfied,1343.46,0.0,1354.54
ORD00203,CUST0199,David Brown,22.0,Female,Phoenix,GA,Sports,Basketball,1,380.83,0,11.18,Debit Card,2024-01-23,13,4.0,Satisfied,380.83,0.0,392.01
ORD00204,CUST0128,Robert Garcia,51.0,Female,Dallas,TX,Clothing,Cookbook,2,172.68,10,14.14,PayPal,2024-04-14,12,5.0,Satisfied,345.36,34.536,324.964
ORD00205,CUST0039,Lisa Anderson,65.0,Male,Los Angeles,PA,Home & Garden,Coffee,5,374.78,10,3.55,Cash,2024-06-11,10,4.0,Neutral,1873.8999999999999,187.39,1690.0599999999997
ORD00206,CUST0129,Robert Garcia,54.0,Male,San Diego,AZ,Home & Garden,Shampoo,1,84.47,15,5.04,Debit Card,2024-03-07,14,4.0,Satisfied,84.47,12.670499999999999,76.8395
ORD00207,CUST0267,Sarah Williams,32.0,Male,Phoenix,FL,Home & Garden,Coffee,4,73.86,0,16.21,Credit Card,2024-10-16,2,4.0,Satisfied,295.44,0.0,311.65
ORD00208,CUST0151,John Smith,61.0,Female,Los Angeles,GA,Food,Doll,4,179.36,10,18.94,Debit Card,2024-10-15,13,4.0,Neutral,717.44,71.74400000000001,664.6360000000001
ORD00209,CUST0298,Robert Garcia,53.0,Female,San Jose,FL,Electronics,T-Shirt,2,405.77,5,2.72,Debit Card,2024-02-15,3,5.0,Satisfied,811.54,40.577,773.683
ORD00210,CUST0099,Chris Wilson,32.0,Male,Philadelphia,TX,Books,Chocolate,2,130.71,15,9.95,Cash,2024-03-21,9,4.0,Satisfied,261.42,39.213,232.157
ORD00211,CUST0263,Lisa Anderson,60.0,Other,San Jose,AZ,Clothing,Lipstick,5,40.99,5,4.28,Cash,2024-05-26,11,4.0,Very Satisfied,204.95000000000002,10.247500000000002,198.98250000000002
ORD00212,CUST0252,Mike Johnson,65.0,Male,San Diego,IL,Electronics,Chocolate,5,74.54,5,1.2,Credit Card,2024-08-09,11,4.0,Neutral,372.70000000000005,18.635,355.26500000000004
ORD00213,CUST0144,Emily Davis,40.0,Male,Houston,TX,Beauty,T-Shirt,2,430.79,5,6.51,PayPal,2024-12-08,9,5.0,Dissatisfied,861.58,43.07900000000001,825.011
ORD00214,CUST0112,Jane Doe,23.0,Male,Los Angeles,TX,Books,Headphones,2,320.55,10,2.87,PayPal,2024-01-15,6,3.0,Very Dissatisfied,641.1,64.11,579.86
ORD00215,CUST0060,Chris Wilson,63.0,Female,Phoenix,IL,Books,Sofa,4,134.07,25,14.2,Debit Card,2024-04-30,10,5.0,Dissatisfied,536.28,134.07,416.40999999999997
ORD00216,CUST0002,James Harris,67.0,Female,Los Angeles,GA,Toys,Laptop,2,282.09,0,10.67,Credit Card,2024-03-18,10,4.0,Neutral,564.18,0.0,574.8499999999999
ORD00217,CUST0254,Lisa Anderson,61.0,Male,Los Angeles,AZ,Toys,Sofa,3,268.51,0,2.88,PayPal,2024-11-17,14,4.0,Satisfied,805.53,0.0,808.41
ORD00218,CUST0140,Emily Davis,60.0,Female,Philadelphia,AZ,Food,Smartphone,1,331.16,20,0.18,PayPal,2024-10-21,9,4.0,Neutral,331.16,66.23200000000001,265.108
ORD00219,CUST0037,Emily Davis,62.0,Male,San Jose,FL,Clothing,Cookbook,2,124.26,5,16.16,Debit Card,2024-08-28,4,5.0,Satisfied,248.52,12.426000000000002,252.254
ORD00220,CUST0160,David Brown,38.0,Female,,TX,Beauty,Smartphone,5,433.56,10,3.52,Credit Card,2024-01-18,11,5.0,Satisfied,2167.8,216.78000000000003,1954.5400000000002
ORD00221,CUST0009,Lisa Anderson,40.0,Female,Houston,TX,Clothing,Lamp,3,161.59,5,12.12,PayPal,2024-09-12,5,4.0,Very Satisfied,484.77,24.238500000000002,472.6515
ORD00222,CUST0233,John Smith,60.0,Female,Philadelphia,WA,Clothing,Lipstick,5,350.12,0,6.74,Cash,2024-10-03,10,5.0,Very Satisfied,1750.6,0.0,1757.34
ORD00223,CUST0099,Amy Taylor,33.0,Male,San Antonio,PA,Food,Laptop,3,17.9,10,11.71,Cash,2024-01-27,6,5.0,Neutral,53.699999999999996,5.37,60.04
ORD00224,CUST0147,Sarah Williams,64.0,Other,Philadelphia,TX,Food,Lipstick,2,192.6,10,6.31,Debit Card,2024-01-02,13,4.0,Satisfied,385.2,38.52,352.99
ORD00225,CUST0208,James Harris,32.0,Female,San Diego,CA,Electronics,Lamp,1,182.34,0,1.74,Debit Card,2024-12-18,9,5.0,Very Satisfied,182.34,0.0,184.08
ORD00226,CUST0131,Sarah Williams,42.0,Male,Houston,PA,Sports,Jeans,5,276.31,0,4.46,Debit Card,2024-10-21,13,3.0,Very Satisfied,1381.55,0.0,1386.01
ORD00227,CUST0152,Mike Johnson,53.0,Female,New York,CA,Food,Novel,3,45.64,15,3.76,Debit Card,2024-11-07,5,5.0,Dissatisfied,136.92000000000002,20.538,120.14200000000002
ORD00228,CUST0054,Mike Johnson,28.0,Male,San Antonio,AZ,Clothing,T-Shirt,4,397.16,0,8.56,PayPal,2024-12-28,8,4.0,Neutral,1588.64,0.0,1597.2
ORD00229,CUST0120,Sarah Williams,68.0,Female,Chicago,PA,Toys,Coffee,2,116.71,15,13.17,Credit Card,2024-08-26,11,4.0,Satisfied,233.42,35.013,211.57699999999997
ORD00230,CUST0161,Robert Garcia,32.0,Male,Philadelphia,TX,Sports,Lipstick,1,341.75,0,5.28,Debit Card,2024-01-13,1,4.0,Satisfied,341.75,0.0,347.03
ORD00231,CUST0116,John Smith,21.0,Female,Los Angeles,IL,Electronics,Coffee,2,403.57,5,0.24,Debit Card,2024-07-02,5,,Satisfied,807.14,40.357,767.023
ORD00232,CUST0075,Jessica White,38.0,Female,Dallas,FL,Sports,Basketball,4,285.32,20,10.38,PayPal,2024-07-12,10,5.0,Very Satisfied,1141.28,228.256,923.404
ORD00233,CUST0113,Robert Garcia,30.0,Male,New York,CA,Home & Garden,Lamp,1,373.03,10,12.12,Debit Card,2024-02-25,1,5.0,Satisfied,373.03,37.303,347.847
ORD00234,CUST0104,William Moore,39.0,Male,Philadelphia,PA,Beauty,Sofa,4,334.31,5,19.26,Debit Card,2024-08-17,10,3.0,Neutral,1337.24,66.86200000000001,1289.638
ORD00235,CUST0254,Robert Garcia,36.0,Male,Philadelphia,TX,Sports,Jeans,2,184.21,10,11.79,Credit Card,2024-01-28,14,4.0,Satisfied,368.42,36.842000000000006,343.36800000000005
ORD00236,CUST0227,Jane Doe,51.0,Male,Phoenix,PA,Clothing,T-Shirt,3,406.34,0,9.42,Cash,2024-11-15,6,4.0,Satisfied,1219.02,0.0,1228.44
ORD00237,CUST0112,Tom Martinez,31.0,Male,Phoenix,TX,Electronics,Coffee,2,154.4,0,11.47,Debit Card,2024-03-11,7,3.0,Very Satisfied,308.8,0.0,320.27000000000004
ORD00238,CUST0099,Amy Taylor,21.0,Female,New York,TX,Beauty,Lamp,2,289.89,25,18.56,PayPal,2024-07-28,12,4.0,Satisfied,579.78,144.945,453.395
ORD00239,CUST0153,Jane Doe,65.0,Male,San Jose,TX,Clothing,Lipstick,2,375.24,10,16.57,Credit Card,2024-07-02,14,5.0,Very Satisfied,750.48,75.048,692.0020000000001
ORD00240,CUST0194,David Brown,69.0,Male,Phoenix,WA,Beauty,Jeans,5,195.69,10,6.46,PayPal,2024-12-21,5,5.0,Satisfied,978.45,97.84500000000001,887.065
ORD00241,CUST0163,Tom Martinez,63.0,Female,Los Angeles,FL,Toys,Jeans,4,158.36,0,4.75,Credit Card,2024-02-10,1,4.0,Satisfied,633.44,0.0,638.19
ORD00242,CUST0208,Tom Martinez,44.0,Male,San Antonio,IL,Home & Garden,Coffee,4,235.08,0,5.25,Credit Card,2024-09-16,6,5.0,Neutral,940.32,0.0,945.57
ORD00243,CUST0169,Lisa Anderson,46.0,Female,Chicago,IL,Toys,Laptop,4,410.8,0,10.09,Debit Card,2024-12-09,10,5.0,Satisfied,1643.2,0.0,1653.29
ORD00244,CUST0161,John Smith,64.0,Female,Houston,PA,Clothing,Smartphone,5,465.66,5,14.88,Debit Card,2024-03-24,5,5.0,Very Satisfied,2328.3,116.41500000000002,2226.7650000000003
ORD00245,CUST0068,John Smith,45.0,Female,Chicago,PA,Clothing,Jeans,3,277.09,10,10.06,Debit Card,2024-02-15,6,5.0,Satisfied,831.27,83.12700000000001,758.203
ORD00246,CUST0289,Tom Martinez,52.0,Female,Chicago,TX,Clothing,Shampoo,2,334.12,5,1.36,Cash,2024-06-07,11,,Neutral,668.24,33.412,636.188
ORD00247,CUST0277,William Moore,25.0,Female,Houston,WA,Books,Headphones,3,452.6,15,14.47,Cash,2024-12-09,10,5.0,Very Satisfied,1357.8000000000002,203.67000000000002,1168.6000000000001
ORD00248,CUST0135,Robert Garcia,33.0,Male,Phoenix,TX,Home & Garden,Chocolate,5,58.29,0,16.12,PayPal,2024-01-07,7,3.0,Satisfied,291.45,0.0,307.57
ORD00249,CUST0195,Lisa Anderson,59.0,Male,New York,WA,Beauty,Shampoo,4,123.72,0,5.79,Debit Card,2024-11-28,7,4.0,Dissatisfied,494.88,0.0,500.67
ORD00250,CUST0128,Amy Taylor,53.0,Male,Houston,TX,Food,Smartphone,2,357.36,0,13.28,Cash,2024-05-15,2,,Very Satisfied,714.72,0.0,728.0
ORD00251,CUST0033,Tom Martinez,47.0,Female,San Diego,CA,Clothing,Chocolate,1,413.63,5,8.53,Debit Card,2024-07-01,12,4.0,Satisfied,413.63,20.6815,401.47849999999994
ORD00252,CUST0176,Chris Wilson,35.0,Male,San Jose,CA,Clothing,Chocolate,1,429.94,0,17.78,Cash,2024-07-15,3,3.0,Neutral,429.94,0.0,447.72
ORD00253,CUST0022,Mike Johnson,19.0,Female,San Antonio,AZ,Beauty,T-Shirt,3,213.4,25,16.9,Cash,2024-06-20,12,4.0,Satisfied,640.2,160.05,497.05
ORD00254,CUST0238,Mike Johnson,66.0,Other,Dallas,TX,Food,T-Shirt,4,53.78,0,10.51,Credit Card,2024-12-14,6,5.0,Neutral,215.12,0.0,225.63
ORD00255,CUST0158,Jane Doe,30.0,Female,Phoenix,FL,Toys,T-Shirt,1,224.51,20,13.83,Debit Card,2024-10-02,3,,Very Satisfied,224.51,44.902,193.43800000000002
ORD00256,CUST0038,David Brown,21.0,Female,San Jose,AZ,Toys,T-Shirt,3,123.06,5,17.67,Debit Card,2024-03-18,2,4.0,Very Satisfied,369.18,18.459,368.391
ORD00257,CUST0230,Jennifer Lee,43.0,Male,Houston,PA,Clothing,Headphones,5,152.69,25,9.91,Cash,2024-06-26,4,4.0,Neutral,763.45,190.8625,582.4975000000001
ORD00258,CUST0051,Jennifer Lee,42.0,Female,San Diego,GA,Electronics,Shampoo,3,388.41,5,6.27,Debit Card,2024-01-27,5,5.0,Neutral,1165.23,58.261500000000005,1113.2385
ORD00259,CUST0264,Mike Johnson,47.0,Female,Dallas,TX,Books,Lipstick,3,47.01,20,15.07,Cash,2024-04-29,11,4.0,Very Dissatisfied,141.03,28.206000000000003,127.894
ORD00260,CUST0283,Jessica White,28.0,Male,San Antonio,CA,Toys,Lamp,3,415.51,0,4.4,Debit Card,2024-10-07,10,3.0,Very Satisfied,1246.53,0.0,1250.93
ORD00261,CUST0027,Emily Davis,24.0,M,San Antonio,GA,Electronics,Cookbook,2,219.56,10,7.77,Credit Card,2024-11-03,9,5.0,Satisfied,439.12,43.912000000000006,402.97799999999995
ORD00262,CUST0226,Jane Doe,48.0,Female,Phoenix,WA,Books,Lipstick,3,302.07,20,17.31,Debit Card,2024-07-14,3,4.0,Very Satisfied,906.21,181.24200000000002,742.278
ORD00263,CUST0277,Jennifer Lee,61.0,Female,Houston,GA,Clothing,Jeans,3,53.93,0,14.49,Credit Card,2024-10-03,3,4.0,Very Satisfied,161.79,0.0,176.28
ORD00264,CUST0286,Mike Johnson,27.0,Female,San Jose,FL,Home & Garden,T-Shirt,2,175.31,0,8.08,PayPal,2024-01-18,6,5.0,Satisfied,350.62,0.0,358.7
ORD00265,CUST0097,David Brown,56.0,Female,New York,TX,Sports,Doll,2,53.95,5,4.29,Debit Card,2024-10-21,5,1.0,Satisfied,107.9,5.3950000000000005,106.79500000000002
ORD00266,CUST0284,Jennifer Lee,30.0,Female,San Jose,IL,Sports,Smartphone,5,481.16,20,7.12,Debit Card,2024-09-27,6,5.0,Very Satisfied,2405.8,481.1600000000001,1931.76
ORD00267,CUST0147,Robert Garcia,48.0,Female,San Jose,GA,Clothing,Smartphone,4,405.56,5,5.68,Debit Card,2024-02-22,7,4.0,Very Satisfied,1622.24,81.11200000000001,1546.808
ORD00268,CUST0004,Robert Garcia,24.0,F,San Antonio,IL,Toys,Jeans,1,235.22,5,3.52,Credit Card,2024-10-20,11,4.0,Satisfied,235.22,11.761000000000001,226.979
ORD00269,CUST0035,John Smith,66.0,Male,New York,WA,Electronics,Lamp,1,119.57,0,14.87,Debit Card,2024-02-21,3,3.0,,119.57,0.0,134.44
ORD00270,CUST0192,William Moore,59.0,Male,,AZ,Home & Garden,Basketball,3,467.39,0,5.04,Debit Card,2024-08-03,13,4.0,Neutral,1402.17,0.0,1407.21
ORD00271,CUST0049,John Smith,100.0,Female,Phoenix,IL,Beauty,Basketball,5,178.85,15,9.08,Cash,2024-03-12,5,5.0,Very Satisfied,894.25,134.1375,769.1925
ORD00272,CUST0017,Amy Taylor,53.0,Female,Dallas,AZ,Books,Cookbook,3,88.88,0,7.72,PayPal,2024-01-28,8,5.0,Dissatisfied,266.64,0.0,274.36
ORD00273,CUST0172,Tom Martinez,37.0,Female,Philadelphia,CA,Clothing,Shampoo,1,,10,19.64,Credit Card,2024-09-08,4,5.0,Satisfied,285.95,28.595,276.995
ORD00274,CUST0220,Chris Wilson,21.0,Male,Chicago,TX,Home & Garden,Lamp,2,472.45,20,7.82,Cash,2024-02-04,10,4.0,Dissatisfied,944.9,188.98000000000002,763.74
ORD00275,CUST0158,John Smith,24.0,Female,Chicago,GA,Food,Jeans,4,11.88,0,1.6,Credit Card,2024-07-19,2,5.0,Very Satisfied,47.52,0.0,49.120000000000005
ORD00276,CUST0046,James Harris,18.0,Female,San Antonio,CA,Home & Garden,Basketball,5,126.68,10,1.8,Cash,2024-09-05,4,4.0,Satisfied,633.4000000000001,63.34000000000001,571.86
ORD00277,CUST0006,Jennifer Lee,61.0,Female,Philadelphia,CA,Toys,Basketball,2,469.84,0,11.82,PayPal,2024-04-08,2,5.0,Dissatisfied,939.68,0.0,951.5
ORD00278,CUST0099,Jessica White,62.0,Female,Dallas,OH,Food,Basketball,4,93.83,10,11.99,Cash,2024-11-03,3,5.0,Very Satisfied,375.32,37.532000000000004,349.778
ORD00279,CUST0233,Lisa Anderson,59.0,Male,Philadelphia,NY,Books,Sofa,5,65.49,0,8.38,Credit Card,2024-05-19,4,4.0,Dissatisfied,327.45,0.0,335.83
ORD00280,CUST0037,Mike Johnson,64.0,Female,Phoenix,FL,Food,Doll,5,289.39,10,8.64,Debit Card,2024-03-23,4,4.0,Neutral,1446.9499999999998,144.695,1310.895
ORD00281,CUST0280,Lisa Anderson,30.0,Male,San Jose,AZ,Home & Garden,Lipstick,1,432.3,0,1.08,Debit Card,2024-02-17,10,4.0,,432.3,0.0,433.38
ORD00282,CUST0181,James Harris,39.0,Male,San Antonio,OH,Toys,Headphones,2,243.78,5,10.33,PayPal,2024-10-04,9,5.0,Very Satisfied,487.56,24.378,473.512
ORD00283,CUST0095,David Brown,38.0,Female,New York,NY,Food,Jeans,5,497.34,5,10.09,Credit Card,2024-09-04,10,,Very Satisfied,2486.7,124.335,2372.455
ORD00284,CUST0099,John Smith,39.0,Female,San Antonio,FL,Electronics,Novel,5,342.79,0,2.99,Credit Card,2024-06-25,6,4.0,Very Satisfied,1713.95,0.0,1716.94
ORD00285,CUST0188,Chris Wilson,,Female,Chicago,AZ,Toys,Laptop,4,46.3,10,2.08,Credit Card,2024-02-21,9,3.0,Very Dissatisfied,185.2,18.52,168.76
ORD00286,CUST0116,David Brown,26.0,Female,Dallas,TX,Electronics,Lipstick,1,496.49,0,2.47,PayPal,2024-03-19,4,3.0,Very Satisfied,496.49,0.0,498.96000000000004
ORD00287,CUST0191,Emily Davis,43.0,Female,Philadelphia,FL,Electronics,Laptop,3,209.87,10,2.02,Debit Card,2024-11-17,9,5.0,Satisfied,629.61,62.961000000000006,568.669
